Date,Open,High,Low,Close*,Adj Close**,Volume,Daily_Return,Log_Return,MA_20,Volatility_20,Intraday_Range,DayOfWeek,Month,Quarter,RSI,MACD,MACD_Signal,MACD_Diff,Bollinger_High,Bollinger_Low,Bollinger_Percent,Bollinger_Width,OBV,ADX,Anomaly
2022-02-28,33870.62,33963.63,33469.31,33892.6,33892.6,443460000,0.017950169620317924,0.017790967637856748,33820.9695,0.012225421601420941,494.3199999999997,0,2,1,51.089343394876444,-182.2667373518998,-189.90380441036314,7.637067058463344,35242.161877413746,32399.77712258625,0.5252008458314252,8.404208385651089,-2845540000,20.22078988128609,1.0
2022-02-25,33277.22,34095.74,33277.22,34058.75,34058.75,417630000,0.0049022500486832765,0.004890273147474204,33780.845,0.01230312764803994,818.5199999999968,4,2,1,52.81275918285619,-132.740201398934,-178.4710838080773,45.730882409143305,35125.546915749335,32436.143084250667,0.603333310061188,7.96132788122579,-2427910000,20.079373149350754,1.0
2022-02-24,32830.33,33269.34,32272.64,33223.83,33223.83,590850000,-0.024514111645318692,-0.024819585087489507,33706.639500000005,0.013364155121344048,996.6999999999971,3,2,1,44.35495020459701,-159.02795583579427,-174.58245821362073,15.554502377826452,35001.3786751001,32411.900324899903,0.31354951279562776,7.682398449125132,-3018760000,21.42544588729965,1.0
2022-02-23,33680.97,33832.59,33084.9,33131.76,33131.76,370600000,-0.002771203681213197,-0.002775050574795365,33645.302500000005,0.013234082727342795,747.689999999995,2,2,1,43.52712815335722,-185.15610582666704,-176.69718773623,-8.458918090437038,34926.86930936846,32363.735690631544,0.29964271224647715,7.618102463893495,-3389360000,21.360440553130953,1.0
2022-02-22,33974.09,34024.74,33364.29,33596.61,33596.61,432090000,0.014030344298038955,0.013932830064470953,33584.759999999995,0.01329241277724721,660.4499999999971,1,2,1,48.72993973394826,-166.43478623744159,-174.64470743647232,8.209921199030731,34750.13723102857,32419.38276897142,0.5050841906313653,6.939916980371912,-2957270000,20.900459314471227,1.0
2022-02-18,34310.45,34423.58,33976.18,34079.18,34079.18,414080000,0.01436365157079833,0.014261471616790792,33561.0695,0.013687267088514367,447.40000000000146,4,2,1,53.51755613065198,-111.37478044830641,-161.99072203883915,50.61594159053274,34664.3625218844,32457.776478115593,0.7348018566795061,6.574838277334427,-2543190000,19.701602348848006,1.0
2022-02-17,34858.47,34858.47,34246.23,34312.03,34312.03,348720000,0.0068326174514761195,0.006809380905097731,33538.9245,0.013713519075149977,612.239999999998,3,2,1,55.668686459759364,-48.39244223233254,-139.27106607753782,90.87862384520528,34560.2088109824,32517.640189017595,0.8784967083535857,6.090143474829697,-2194470000,18.739702911719856,1.0
2022-02-16,34951.83,35042.09,34642.64,34934.27,34934.27,294410000,0.018134747492351666,0.01797227429259206,33561.6,0.014206440436606998,399.4499999999971,2,2,1,60.87889652093509,51.141554287103645,-101.18854200460953,152.33009629171318,34680.95334980506,32442.246650194935,1.1131531210582672,6.670440919414224,-1900060000,18.136190385166838,1.0
2022-02-15,34686.19,35047.79,34686.19,34988.84,34988.84,305670000,0.00156207643669104,0.0015608576643393094,33607.887,0.013880132592170923,361.59999999999854,1,2,1,61.30837588842719,132.89438285033975,-54.37195703361968,187.26633988395943,34873.38466090809,32342.38933909192,1.045616575462124,7.530956414534981,-1594390000,17.58503773102192,1.0
2022-02-14,34694.5,34744.56,34304.28,34566.17,34566.17,370320000,-0.01208013755243098,-0.012153695406962104,33658.9785,0.013697820290569453,440.27999999999884,0,2,1,56.16520764960835,161.71401340159355,-11.154762946577037,172.86877634817057,34990.8555895435,32327.1014104565,0.8405687758736577,7.913948366219725,-1964710000,16.32909005582599,1.0
2022-02-11,35267.89,35431.15,34620.52,34738.06,34738.06,398860000,0.004972781190395015,0.004960457751635596,33748.6195,0.012920841207118908,810.6300000000047,4,2,1,57.71864480773705,196.16262407961767,30.30871445866191,165.85390962095576,35117.105303206925,32380.133696793077,0.8615092307429612,8.10987722450054,-1565850000,16.266092155295922,1.0
2022-02-10,35630.81,35800.24,35100.72,35241.59,35241.59,411620000,0.014495052400738562,0.01439100338740324,33863.4895,0.01316330724650994,699.5199999999968,3,2,1,61.97029138300409,261.0844401483919,76.4638595966079,184.62058055178397,35325.11316724782,32401.865832752188,0.9714279506006164,8.632445674258213,-1154230000,16.70330759343653,1.0
2022-02-09,35614.9,35824.28,35614.9,35768.06,35768.06,333610000,0.014938883291020666,0.014828397174461124,33993.189,0.013393675340365426,209.37999999999738,2,2,1,65.8382460780395,350.97139643989794,131.36536696526593,219.606029474632,35636.19655079093,32350.181449209067,1.0401286802198766,9.666686763580394,-820620000,17.141027727152498,1.0
2022-02-08,35160.68,35544.89,35090.42,35462.78,35462.78,319190000,-0.008534989037705665,-0.008571620639113578,34102.015499999994,0.013677972403151337,454.47000000000116,1,2,1,61.90634185754597,393.0431553983144,183.70092465187565,209.34223074643876,35829.4667945548,32374.56420544519,0.8938647949986624,10.13108034365186,-1139810000,16.507364905570242,1.0
2022-02-07,35108.38,35325.01,34993.98,35091.13,35091.13,328910000,-0.010480001849826781,-0.010535303784801076,34224.939999999995,0.013008095838069096,331.02999999999884,0,2,1,57.41121566998888,391.87894198513095,225.3365281185267,166.54241386660425,35864.30050674649,32585.5794932535,0.7641853321570673,9.579917491434585,-1468720000,15.7415792512281,1.0
2022-02-04,35095.74,35333.55,34799.08,35089.74,35089.74,349880000,-3.961114959816214e-05,-3.9611934140466203e-05,34338.558,0.013025740816107396,534.4700000000012,4,2,1,57.3944298779276,386.390068889501,257.5472362727216,128.8428326167794,35884.26089792837,32792.855102071626,0.7429904223530837,9.002724563613716,-1818600000,14.671222367569458,1.0
2022-02-03,35520.08,35535.94,35071.06,35111.16,35111.16,381020000,0.000610434845057517,0.0006102486054950449,34413.376000000004,0.01207062041338776,464.88000000000466,3,2,1,57.60016036742057,379.39508206085156,281.9168054303476,97.47827663050396,35956.56236519904,32870.18963480097,0.7260854604913521,8.968526454359113,-1437580000,14.03521475426771,1.0
2022-02-02,35378.19,35679.2,35290.12,35629.33,35629.33,359540000,0.014757985780019744,0.014650146407820594,34505.1095,0.012377229914186513,389.07999999999447,2,2,1,62.33793006646737,410.9265871716052,307.7187617785992,103.20782539300603,36107.26771501475,32902.95128498525,0.8508456560233199,9.286498366363691,-1078040000,13.694082282700663,1.0
2022-02-01,35151.47,35441.09,34977.95,35405.24,35405.24,386080000,-0.00628948116621908,-0.006309343278272493,34580.804,0.012539789001581047,463.1399999999994,1,2,1,59.25428496969141,413.0717084159696,328.7893511060733,84.28235730989633,36202.74701849857,32958.86098150142,0.7541507286622121,9.380597504318153,-1464120000,12.752909914403732,1.0
2022-01-31,34691.17,35148.14,34496.1,35131.86,35131.86,468070000,-0.007721455920084108,-0.007751420708370565,34672.64949999999,0.011894431114182182,652.0400000000009,0,1,1,55.638392312599535,388.23689789898344,340.6788604646553,47.55803743432813,36198.101961710716,33147.19703828927,0.6505161620982358,8.799168703336179,-1932190000,12.64781767774356,1.0
2022-01-28,34135.24,34731.77,33807.51,34725.47,34725.47,568440000,-0.011567562890208438,-0.011634987609946334,34714.293,0.01174019004377206,924.2599999999948,4,1,1,50.68673021750213,331.9364976603247,338.9303879037892,-6.993890243464534,36197.17230902158,33231.413690978414,0.503768681622302,8.54333578979462,-2500630000,13.519870744385246,1.0
2022-01-27,34261.75,34773.32,34007.78,34160.78,34160.78,527780000,-0.016261550959569493,-0.016395221082680957,34719.394499999995,0.012335238307616167,765.5400000000009,3,1,1,44.72976805264181,238.99724963675544,318.94376025038247,-79.94651061362703,36193.89609280325,33244.89290719674,0.3105751452807911,8.49382089773053,-3028410000,14.241832020413222,1.0
2022-01-26,34520.82,34815.67,33876.48,34168.09,34168.09,546330000,0.00021398808809403036,0.00021396519590881902,34766.6075,0.010878657674441863,939.189999999995,2,1,1,44.820175216694935,164.04111799849488,287.96323180000496,-123.92211380151008,36100.2803884233,33432.9346115767,0.275613081290277,7.672148560501922,-2482080000,15.089071968985678,1.0
2022-01-25,34186.64,34591.04,33545.52,34297.73,34297.73,506430000,0.003794183403286633,0.003787003644588056,34824.906,0.010843311604101758,1045.520000000004,1,1,1,46.49179786591589,113.78704200842913,253.12799384168983,-139.3409518332607,35953.84907440915,33695.96292559086,0.2665178998170887,6.483538387205663,-1975650000,16.302720853492836,1.0
2022-01-24,34070.61,34420.99,33150.33,34364.5,34364.5,664010000,0.0019467760694364955,0.0019448835567051686,34863.3005,0.010454881563694673,1270.6599999999962,0,1,1,47.37603456927472,78.44385378819425,218.1911658309907,-139.74731204279647,35867.924030970375,33858.67696902962,0.25174755287774286,5.763215281183014,-1311640000,17.886733207085204,1.0
2022-01-21,34701.69,34896.67,34229.55,34265.37,34265.37,523880000,-0.0028846629515923983,-0.0028888316104785546,34872.61,0.010012380442691177,667.1199999999953,4,1,1,46.1565127323068,41.95156838728872,182.94324634225035,-140.99167795496163,35851.10729518297,33894.11270481703,0.18970788013959203,5.611838604469063,-1835520000,18.28111924414253,1.0
2022-01-20,35102.66,35490.2,34670.12,34715.39,34715.39,369070000,0.01313337635052525,0.013047881308813538,34892.778000000006,0.010322410172896344,820.0799999999945,3,1,1,52.17512185394162,48.781697279606306,156.11093652972153,-107.32923925011522,35840.366308383134,33945.18969161688,0.40640028035873316,5.4314294401158225,-1466450000,17.52271844851486,1.0
2022-01-19,35412.3,35547.83,35015.49,35028.65,35028.65,393080000,0.009023663568233031,0.008983193592237516,34897.497,0.009691204811711237,532.3400000000038,2,1,1,55.87278456475807,78.56642279604421,140.60203378298607,-62.03561098694186,35846.803298938554,33948.19070106145,0.5690783365425073,5.440540901478124,-1073370000,16.717246308839933,1.0
2022-01-18,35661.76,35661.76,35262.02,35368.47,35368.47,427260000,0.009701201730583309,0.009654447213211265,34916.478500000005,0.00992049655673937,399.74000000000524,1,1,1,59.52833799700679,128.11483825425967,138.1045946772408,-9.989756422981145,35887.26975688864,33945.687243111366,0.7327954113681543,5.5606481443347064,-646110000,15.76239962903628,1.0
2022-01-14,35996.43,35996.43,35641.49,35911.81,35911.81,389200000,0.015362270406381606,0.015245465470686156,34983.7605,0.0099740116917131,354.9400000000023,4,1,1,64.58069544985048,208.8181855419898,152.2473128501906,56.570872691799195,36031.57820566232,33935.94279433767,0.9428487393297968,5.990309164518346,-256910000,14.98341859696273,1.0
2022-01-13,36312.49,36513.88,36044.22,36113.62,36113.62,343640000,0.005619599791823582,0.005603868748176449,35052.538499999995,0.009985341978983082,469.6599999999962,3,1,1,66.26521724640071,285.7664127840326,178.951132836959,106.81527994707358,36202.42677369074,33902.65022630925,0.9613846076516198,6.560941506080921,86730000,15.053651273633989,1.0
2022-01-12,36336.16,36453.49,36168.15,36290.32,36290.32,310180000,0.004892890826231122,0.004880959539075144,35104.975,0.00957488979814838,285.3399999999965,2,1,1,67.7131258748258,356.8926146086087,214.53942919128895,142.35318541731976,36374.036547073476,33835.91345292652,0.9670163565878538,7.230095147901274,396910000,15.118867330543013,1.0
2022-01-11,36058.85,36271.47,35769.38,36252.02,36252.02,356850000,-0.0010553778528269442,-0.001055935156177977,35129.173,0.009047746761977981,502.0900000000038,1,1,1,67.04145950059956,405.49584835027053,252.7307130230853,152.76513532718525,36464.605941185946,33793.74005881406,0.9204056098102686,7.6029853659574815,40060000,14.396623569668632,1.0
2022-01-10,36175.21,36175.21,35639.91,36068.87,36068.87,430680000,-0.005052132267387988,-0.005064937434751238,35159.4775,0.008892607780111321,535.2999999999956,0,1,1,63.783241327783706,424.3440132663818,287.0533730717446,137.2906401946372,36550.18057894804,33768.77442105196,0.8269542268820913,7.910829044305571,-390620000,13.48605685785373,1.0
2022-01-07,36249.59,36382.84,36111.53,36231.66,36231.66,356110000,0.004513310231232692,0.0045031557885804475,35216.504,0.00850772277488053,271.3099999999977,4,1,1,65.3931606815439,447.2613616962044,319.0949707966366,128.16639089956783,36682.80129369476,33750.20670630524,0.8461630886060022,8.327330240927735,-34510000,13.008291400336375,1.0
2022-01-06,36409.05,36464.19,36200.68,36236.47,36236.47,385890000,0.00013275682096813846,0.00013274800956122263,35273.840500000006,0.00850602434541212,263.51000000000204,3,1,1,65.44204219553305,460.5032573412609,347.37662810556145,113.12662923569945,36804.111770873125,33743.569229126886,0.814529037538146,8.67652202982048,351380000,12.708524355505057,1.0
2022-01-05,36722.6,36952.65,36400.39,36407.11,36407.11,462040000,0.0047090679638497335,0.004698014989195469,35338.638,0.008529166705497693,552.260000000002,2,1,1,67.21144008281819,479.24236923022545,373.7497763304942,105.49259289973122,36943.786672660775,33733.48932733922,0.8328264908411406,9.084383346414066,813420000,13.22878441355182,1.0
2022-01-04,36636.0,36934.84,36636.0,36799.65,36799.65,435080000,0.010781959897393723,0.010724249021423065,35397.154,0.008254338553720682,298.8399999999965,1,1,1,70.90227204283306,519.7762902916002,402.95507912271546,116.8212111688847,37121.339783892414,33672.96821610759,0.9067125518323825,9.741945829274362,1248500000,13.711883038880956,1.0
2022-01-03,36321.59,36595.82,36246.45,36585.06,36585.06,347930000,-0.005831305460785696,-0.005848373909042849,35456.145000000004,0.008231749820719045,349.3700000000026,0,1,1,66.49565373052492,528.4919687266811,428.0624570435086,100.4295116831725,37256.45272962312,33655.83727037689,0.8135338979620799,10.15512391221952,900570000,13.287500597864716,1.0
2021-12-31,36385.85,36484.94,36303.97,36338.3,36338.3,213200000,-0.006744829720109702,-0.006767678884525517,35516.467000000004,0.008175797535874232,180.97000000000116,4,12,4,61.743540532484644,509.61323281426303,444.37261219765946,65.24062061660356,37349.81374384438,33683.12025615563,0.724134633221832,10.323925202607436,687370000,12.893431188349636,1.0
2021-12-30,36522.48,36679.44,36372.13,36398.08,36398.08,205620000,0.0016450962207918973,0.0016437445322395002,35600.097499999996,0.0075557949499628525,307.31000000000495,3,12,4,62.44377151435617,493.78341712430847,454.2547731829893,39.52864394131916,37434.08143847814,33766.11356152185,0.7175543861802242,10.303252335070962,892990000,12.894416845513069,1.0
2021-12-29,36421.14,36571.55,36396.19,36488.63,36488.63,213480000,0.002487768585595518,0.0024846792120312936,35716.490000000005,0.006153999664782628,175.36000000000058,2,12,4,63.53259781226632,482.97734024900274,459.999286596192,22.97805365281073,37463.73905434826,33969.24094565175,0.7209587688939998,9.783990836435809,1106470000,12.8953320985934,1.0
2021-12-28,36302.99,36527.26,36302.99,36398.21,36398.21,239090000,-0.002478032197975044,-0.002481107601445245,35827.996,0.006254123881915551,224.27000000000407,1,12,4,61.61171591047637,461.7940339763445,460.3582360722225,1.435797904122012,37445.58211067756,34210.409889322436,0.6762546043873834,9.029732562644938,867380000,12.65405910683784,1.0
2021-12-27,35954.48,36306.61,35954.48,36302.38,36302.38,244350000,-0.002632821778873251,-0.0026362937495251313,35928.2285,0.0063849177413094985,352.1299999999974,0,12,4,59.55651173916531,432.29025801939133,454.74464046165633,-22.454382442265,37395.56071833776,34460.89628166224,0.6274937929270886,8.168130072640572,623030000,11.914127528479119,1.0
2021-12-23,35782.42,36060.99,35782.42,35950.56,35950.56,247420000,-0.009691375606778352,-0.009738642623548607,36007.5315,0.006975857530182409,278.5699999999997,3,12,4,52.61710508576314,376.18296622384514,439.0323056140941,-62.849339390248986,37287.749587113314,34727.31341288668,0.4777492988993535,7.110835060233535,375610000,11.60556039684084,1.0
2021-12-22,35491.71,35764.67,35433.13,35753.89,35753.89,281930000,-0.005470568469587045,-0.005485586826955018,36081.957500000004,0.007099521054496767,331.5400000000009,2,12,4,49.16821165901569,312.24850152676663,413.6755447966286,-101.427043269862,37093.215576040006,35070.69942396,0.3377923955452161,5.605339322513205,93680000,12.018697606430745,1.0
2021-12-21,35069.5,35508.96,35069.5,35492.7,35492.7,346080000,-0.0073052190964396635,-0.007332032876296028,36120.823,0.0069039868960517605,439.4599999999991,1,12,4,44.95392962473756,237.76333970967244,378.4931037792374,-140.72976406956496,36964.94640439366,35276.69959560633,0.1279436177633399,4.6738879919411795,-252400000,13.029103780507542,1.0
2021-12-20,35222.12,35222.12,34665.5,34932.16,34932.16,386590000,-0.015793106751529007,-0.015919146664533493,36115.9985,0.007605203700145098,556.6200000000026,0,12,4,37.52116691826234,131.98102387337713,329.19068779806537,-197.20966392468824,36985.749494119664,35246.24750588034,-0.18056174008645226,4.816430558438871,-638990000,14.562030441786826,1.0
2021-12-17,35800.11,35800.11,35284.26,35365.44,35365.44,750480000,0.012403470040215137,0.012327177221692763,36115.846999999994,0.007809939261387689,515.8499999999985,4,12,4,45.08007797966777,82.1627305671791,279.7850963518881,-197.62236578470902,36986.11968179872,35245.57431820127,0.06886673815325946,4.819339730831886,111490000,14.563553861572563,1.0
2021-12-16,36036.28,36189.83,35778.21,35897.64,35897.64,473620000,0.015048589809712354,0.014936483081642532,36115.1385,0.007777765662074363,411.6200000000026,3,12,4,52.65670212676699,84.64967762851302,240.75801260721312,-156.1083349787001,36986.09726612624,35244.17973387376,0.3751384632320951,4.823233703651677,585110000,13.770669087329622,1.0
2021-12-15,35549.35,35943.84,35389.3,35927.43,35927.43,424720000,0.0008298595673699172,0.0008295154242995916,36105.829000000005,0.007668894488921346,554.5399999999936,2,12,4,53.047172331720695,88.00988199134008,210.20838648403853,-122.19850449269845,36980.62551357167,35231.03248642834,0.3980340014893132,4.845735648787711,1009830000,13.68567373021385,1.0
2021-12-14,35605.73,35779.47,35441.74,35544.18,35544.18,440900000,-0.010667336906647673,-0.010724640829493235,36068.522,0.007907356031765596,337.7300000000032,1,12,4,47.60718105186079,59.066909546359966,179.9800910965028,-120.91318155014284,36971.84045170189,35165.2035482981,0.20976901943488985,5.008901954462655,568930000,13.606749470034918,1.0
2021-12-13,35958.93,35958.93,35609.53,35650.95,35650.95,441110000,0.003003867299794072,0.002999364704961444,36038.4685,0.007958022834444413,349.40000000000146,0,12,4,49.17104479163427,44.234929316851776,152.8310587405726,-108.59612942372081,36955.26201305084,35121.67498694917,0.28865551812727613,5.087860562392288,1010040000,13.146565597023823,1.0
2021-12-10,35830.55,35982.69,35710.43,35970.99,35970.99,361200000,0.008977039882527738,0.008936985792969792,36033.5745,0.008179232739806428,272.26000000000204,4,12,4,53.63816335107452,57.640586637702654,133.79296431999862,-76.15237768229596,36950.71154536459,35116.437454635416,0.4658805080896468,5.090458318891381,1371240000,12.667099473674863,1.0
2021-12-09,35722.26,35864.24,35577.14,35754.69,35754.69,353020000,-0.006013178953373166,-0.006031330917857326,36009.726,0.008205112990286388,287.09999999999854,3,12,4,50.413390396871,50.23202087327081,117.08077563065305,-66.84875475738224,36929.82006909135,35089.631930908654,0.3614076491918569,5.110253097129084,1018220000,12.486098313951084,1.0
2021-12-08,35716.85,35840.52,35602.65,35754.75,35754.75,387650000,1.678101530178111e-06,1.6781001221673135e-06,35985.64,0.0082045236427298,237.86999999999534,2,12,4,50.4142809529528,43.85993064902141,102.43660663432672,-58.576675985305314,36905.951109463014,35065.328890536985,0.37455872387832,5.114879765723299,1405870000,12.31802580849329,1.0
2021-12-07,35423.99,35819.47,35423.99,35719.43,35719.43,474940000,-0.0009878407764003505,-0.0009883290126597164,35951.256,0.008107469650641807,395.4800000000032,1,12,4,49.846752220487126,35.55017414114991,89.05932013569137,-53.509145994541456,36857.28561376383,35045.22638623617,0.3720648881238279,5.040322450841933,930930000,12.533613596067669,1.0
2021-12-06,34633.43,35356.75,34633.43,35227.03,35227.03,416720000,-0.013785214377721067,-0.013881112785456298,35872.625,0.008101986911336448,723.3199999999997,0,12,4,42.64008638440967,-10.645221118764312,69.11841188480024,-79.76363300356455,36742.74252559121,35002.50747440879,0.12901850553961336,4.8511505672707775,514210000,14.04151211482563,1.0
2021-12-03,34692.78,34801.31,34264.57,34580.08,34580.08,439550000,-0.018365158799932835,-0.01853589192024601,35772.376000000004,0.008851766995476216,536.739999999998,4,12,4,35.39869354755531,-98.32542856036889,35.62964379576641,-133.9550723561353,36746.81268336989,34797.939316630116,-0.11178731278706223,5.44798412814339,74660000,15.90622688219469,1.0
2021-12-02,34076.25,34759.65,34076.25,34639.79,34639.79,466900000,0.0017267166530556821,0.0017252275917339428,35687.4505,0.008854588345178759,683.4000000000015,3,12,4,36.471044118125185,-161.13703919341788,-3.7236928020704454,-157.41334639134743,36742.52097272675,34632.38002727325,0.0035116008448243825,5.912837470565465,541560000,17.85634092988851,1.0
2021-12-01,34678.94,35004.64,34006.98,34022.04,34022.04,496000000,-0.01783353767444895,-0.01799447142366531,35568.648499999996,0.009443324404763502,997.6599999999962,2,12,4,30.778644929987664,-257.7912977897504,-54.537213799606434,-203.25408399014395,36797.64712125706,34339.64987874293,-0.1292149044146469,6.910572501831583,45560000,18.983389079864548,1.0
2021-11-30,35056.99,35056.99,34424.44,34483.72,34483.72,678800000,0.013570026958994896,0.01347877871048838,35468.403000000006,0.01010448879426517,632.5499999999956,1,11,4,38.503819222592185,-293.750602413209,-102.37989152232694,-191.37071089088204,36707.911671984475,34228.894328015536,0.10279301700103706,6.989368379424747,724360000,19.88532715702467,1.0
2021-11-29,35017.71,35287.91,34895.89,35135.94,35135.94,416040000,0.018913852681787358,0.01873720962831125,35405.2895,0.011209182567552265,392.0200000000041,0,11,4,47.42961738375759,-266.54731569469004,-135.21337635679959,-131.33393933789046,36575.60852070318,34234.97047929682,0.3849247533214664,6.610984049166893,1140400000,20.09172795002807,1.0
2021-11-26,35366.69,35366.69,34749.8,34899.34,34899.34,324580000,-0.006733845743133848,-0.006756620380556497,35335.1375,0.011264451341285384,616.8899999999994,4,11,4,44.884539912883184,-261.07069714662794,-160.38484051476527,-100.68585663186266,36448.78201423046,34221.49298576953,0.30433724836280496,6.303326337589407,815820000,20.524651271564036,1.0
2021-11-24,35752.31,35825.47,35591.03,35804.38,35804.38,280960000,0.02593286864450728,0.025602314436885237,35327.828499999996,0.012694773687065125,234.44000000000233,2,11,4,54.86221478706278,-181.60781142210908,-164.62943469623403,-16.97837672587505,36427.046018151705,34228.61098184829,0.7167685158444819,6.222955470652314,1096780000,19.765498524065606,1.0
2021-11-23,35619.92,35841.52,35542.87,35813.8,35813.8,392520000,0.00026309630274301554,0.0002630616989800387,35330.824,0.012632345786244841,298.6499999999942,1,11,4,54.9536226580201,-116.52950709182187,-155.00944917535162,38.47994208352975,36434.98487574982,34226.66312425018,0.7187072602405067,6.250411118347072,1489300000,19.152981265178255,1.0
2021-11-22,35631.41,35929.66,35615.55,35619.25,35619.25,420810000,-0.005432263540869786,-0.005447071937548474,35337.1515,0.01258093391052327,314.1100000000006,0,11,4,52.58513379497852,-79.73391814823844,-139.954342969929,60.22042482169056,36446.389181532504,34227.913818467496,0.6271587256259892,6.278025446009729,1068490000,18.365641931022015,1.0
2021-11-19,35879.09,35879.09,35555.37,35601.98,35601.98,408840000,-0.0004848501863458088,-0.00048496776420404216,35370.6425,0.012005850432329466,323.7199999999939,4,11,4,52.36936031072615,-51.37448045000929,-122.23837046594507,70.86389001593578,36469.343937914615,34271.94106208539,0.6052776905612733,6.2125048359786685,659650000,17.764697734924287,1.0
2021-11-18,35901.69,35952.63,35654.39,35870.95,35870.95,435080000,0.0075549168894537555,0.007526521432051935,35395.918000000005,0.011811232787475518,298.23999999999796,3,11,4,55.436348141467114,-7.113787319489347,-99.21345383665393,92.09966651716458,36516.027615968305,34275.808384031705,0.7120471037958823,6.329032720486582,1094730000,17.006892648985257,1.0
2021-11-17,36159.7,36159.7,35909.48,35931.05,35931.05,358310000,0.0016754504689728833,0.001674048467606674,35397.5885,0.011329417629505557,250.2199999999939,2,11,4,56.11630928643288,32.438764703787456,-72.88301012856566,105.32177483235311,36520.78155906493,34274.39544093506,0.7374754258382413,6.346155806997618,1453040000,15.829138682896675,1.0
2021-11-16,36076.18,36316.61,36076.18,36142.22,36142.22,308290000,0.005877089592427609,0.005859886869776525,35408.327999999994,0.011402338060747055,240.4300000000003,1,11,4,58.511674101121066,79.90302894192428,-42.32580231446767,122.22883125639194,36555.43310051374,34261.222899486245,0.8198887354224658,6.47929549519395,1761330000,15.127848573776529,1.0
2021-11-15,36128.83,36236.07,36031.78,36087.45,36087.45,280660000,-0.0015154022082761731,-0.0015165515915346397,35435.491500000004,0.011116573904954637,204.29000000000087,0,11,4,57.63298579946549,111.81043791549018,-11.498554268476099,123.30899218396628,36619.319559175696,34251.66344082431,0.7753603004028966,6.681595254157499,1480670000,14.351353837097887,1.0
2021-11-12,35963.78,36147.63,35934.59,36100.31,36100.31,293180000,0.000356356572714267,0.00035629309279135277,35457.9595,0.01110492265566963,213.04000000000087,4,11,4,57.793257581350055,136.5607960809284,18.113315801404802,118.4474802795236,36673.91257645471,34242.00642354528,0.7641345757654007,6.858562047005082,1773850000,13.35074791921049,1.0
2021-11-11,36038.78,36108.17,35915.27,35921.23,35921.23,270320000,-0.00496062222180349,-0.0049729669501610094,35455.4715,0.010993936066821097,192.90000000000146,3,11,4,54.690607792709315,140.11026990193204,42.512706621510254,97.59756328042178,36667.41249526821,34243.53050473179,0.6921539504887068,6.836411667904126,1503530000,12.429776707766848,1.0
2021-11-10,36299.25,36346.61,36009.5,36079.94,36079.94,278390000,0.004418278550038401,0.004408546612443368,35471.734000000004,0.010941563162040072,337.1100000000006,2,11,4,56.89904166069458,153.95512523288926,64.80119034378606,89.1539348891032,36707.78777704076,34235.68022295925,0.7460273215038059,6.96923233040005,1781920000,12.19679749432774,1.0
2021-11-09,36404.53,36416.98,36173.07,36319.98,36319.98,258020000,0.006653004411869778,0.00663097085028289,35499.995500000005,0.011026069536298217,243.9100000000035,1,11,4,60.069113634697025,182.1962497772838,88.28020223048563,93.91604754679818,36785.49879998011,34214.4922000199,0.8189351983821005,7.242273030598575,2039940000,12.172196425484888,1.0
2021-11-08,36416.46,36565.73,36334.42,36432.22,36432.22,284400000,0.00309031007175653,0.0030855448783461445,35535.634999999995,0.011028154883237627,231.31000000000495,0,11,4,61.49519988453896,211.19979465079086,112.86412071454669,98.33567393624418,36881.59794233561,34189.67205766438,0.83306451901424,7.575285722827897,2324340000,12.546229185392457,1.0
2021-11-05,36268.75,36484.75,36190.2,36327.95,36327.95,344600000,-0.0028620270738375364,-0.0028661305046134,35590.681,0.010513461508653928,294.5500000000029,4,11,4,59.373773847709685,223.19869966962142,134.93103650556165,88.26766316405977,36971.261021699866,34210.10097830013,0.7670142217081419,7.758098372435575,1979740000,12.37568059149827,1.0
2021-11-04,36107.46,36168.03,35986.48,36124.23,36124.23,307640000,-0.005607803358020358,-0.005623586119342629,35667.8885,0.0095848856486064,181.54999999999563,3,11,4,55.35578550463175,213.8048081639281,150.70579083723493,63.09901732669317,36985.017664103456,34350.759335896546,0.6732333898743429,7.385518007904814,1672100000,11.54164357331363,1.0
2021-11-03,36059.09,36178.51,35891.73,36157.58,36157.58,262540000,0.0009232030689649839,0.0009227771791134333,35743.778,0.009588789773971717,286.77999999999884,2,11,4,55.882136376324304,206.6687984866512,161.8983923671182,44.77040611953302,36988.10698302054,34499.44901697946,0.6662751594017854,6.962492789769115,1934640000,10.963909154997486,1.0
2021-11-02,35935.11,36088.81,35884.13,36052.63,36052.63,304510000,-0.002902572572611506,-0.0029067932054885003,35845.3075,0.008462926205733289,204.6800000000003,1,11,4,53.73509948967199,190.35062795902195,167.58883948549894,22.761788473523012,36811.39405096529,34879.220949034716,0.6073001688062234,5.390309741185993,1630130000,10.451919159427229,1.0
2021-11-01,35833.65,36009.74,35797.97,35913.84,35913.84,292880000,-0.0038496498036343363,-0.0038570787775339534,35916.813500000004,0.00820336045146658,211.7699999999968,0,11,4,50.94738179623041,164.3249316429792,166.936057916995,-2.6111262740157883,36653.71649802082,35179.91050197919,0.49798243458908864,4.103387389979984,1337250000,10.261916341864014,1.0
