Date,Open,High,Low,Close,Adj Close**,Volume,Daily_Return,Log_Return,MA_20,Volatility_20,Headline,Sentiment,Sentiment_Score,Anomaly
2023-03-03,33076.33,33405.82,33008.41,33390.97,33390.97,300050000,-0.0012105371470687576,-0.0012112704390054637,32409.022000000004,0.010324879515073562,News,Neutral,0,0
2023-03-02,32780.97,33083.45,32665.85,33003.57,33003.57,317450000,-0.01160193908712448,-0.011669766714127387,32416.249,0.010270006300182663,News,Neutral,0,0
2023-03-01,32656.37,32746.15,32500.71,32661.84,32661.84,292810000,-0.010354334394733655,-0.010408313449870189,32413.461000000003,0.010498381007225476,News,Neutral,0,0
2023-02-28,32873.47,32873.47,32636.43,32656.7,32656.7,303760000,-0.00015737019102413097,-0.00015738257501190652,32426.5835,0.010240189178357726,News,Neutral,0,0
2023-02-27,32906.16,33189.28,32814.18,32889.09,32889.09,243660000,0.007116150743951444,0.007090950425461076,32449.433999999997,0.0103478528323783,News,Neutral,0,0
2023-02-24,32999.19,32999.19,32643.48,32816.92,32816.92,277120000,-0.0021943446899868047,-0.0021967557921345835,32478.403500000004,0.01025177542358927,News,Neutral,0,0
2023-02-23,33175.39,33272.4,32795.67,33153.91,33153.91,288120000,0.01026878817390564,0.010216422352541837,32530.836500000005,0.01038247180669299,News,Neutral,0,0
2023-02-22,33169.33,33245.97,32948.27,33045.09,33045.09,321910000,-0.00328226746106286,-0.003287665916926578,32581.585500000005,0.010403683251866126,News,Neutral,0,0
2023-02-21,33699.69,33699.69,33115.74,33129.59,33129.59,348320000,0.002557112115597171,0.002553848267244711,32610.034999999996,0.009798180251290669,News,Neutral,0,0
2023-02-17,33677.01,33846.64,33517.73,33826.69,33826.69,302900000,0.021041612648994734,0.02082329510909017,32689.1405,0.010435957864117405,News,Neutral,0,0
2023-02-16,33992.09,34041.16,33686.59,33696.85,33696.85,317530000,-0.003838389153653643,-0.003845774674360352,32780.884000000005,0.01000176483420399,News,Neutral,0,0
2023-02-15,34008.63,34130.49,33833.1,34128.05,34128.05,267530000,0.012796448332707877,0.012715265621124218,32874.958999999995,0.010038266067460663,News,Neutral,0,0
2023-02-14,34194.09,34331.47,33827.45,34089.27,34089.27,288820000,-0.0011363086962192792,-0.0011369547844293061,32985.694,0.0095071646671267,News,Neutral,0,0
2023-02-13,33887.39,34249.6,33887.39,34245.93,34245.93,302600000,0.0045955809555324745,0.0045850535141907,33090.2205,0.009427466078087282,News,Neutral,0,0
2023-02-10,33671.54,33897.31,33591.99,33869.27,33869.27,288150000,-0.01099867925911202,-0.011059611929691772,33192.727,0.009469413735241402,News,Neutral,0,0
2023-02-09,34105.61,34252.57,33607.13,33699.88,33699.88,347520000,-0.005001288778884172,-0.005013837079543098,33282.239,0.009644472653851086,News,Neutral,0,0
2023-02-08,34132.9,34161.65,33899.79,33949.01,33949.01,324090000,0.007392607926200556,0.0073654165282216405,33366.9465,0.009523792135280549,News,Neutral,0,0
2023-02-07,33769.78,34240.0,33634.1,34156.69,34156.69,361620000,0.006117409609293523,0.006098774220715236,33434.861,0.008964787094845467,News,Neutral,0,0
2023-02-06,33874.44,33962.84,33683.58,33891.02,33891.02,296400000,-0.007777978486791515,-0.007808384730152838,33486.589,0.009231799351293646,News,Neutral,0,0
2023-02-03,33926.3,34179.58,33813.86,33926.01,33926.01,425150000,0.0010324268788606261,0.0010318942927698054,33511.3175,0.008438573547535466,News,Neutral,0,0
2023-02-02,34129.3,34145.14,33814.78,34053.94,34053.94,429910000,0.0037708531006150903,0.0037637612566719745,33544.466,0.008450600759132183,News,Neutral,0,0
2023-02-01,34039.6,34334.7,33581.42,34092.96,34092.96,370120000,0.0011458292344439513,0.0011451732731586263,33598.9355,0.007912303345143729,News,Neutral,0,0
2023-01-31,33803.56,34095.23,33664.91,34086.04,34086.04,360240000,-0.00020297445572337036,-0.000202995057826056,33670.1455,0.007411115498380324,News,Neutral,0,0
2023-01-30,33909.21,34055.29,33695.18,33717.09,33717.09,343920000,-0.010824079300499667,-0.01088308582737081,33723.16499999999,0.00795097953417275,News,Neutral,0,0
2023-01-27,33952.93,34164.33,33830.85,33978.08,33978.08,441260000,0.007740584967445452,0.007710780344301704,33777.6145,0.007974850865466196,News,Neutral,0,0
2023-01-26,33771.66,33953.79,33635.6,33949.41,33949.41,327000000,-0.0008437792835851443,-0.0008441354656983348,33834.239,0.007946161002936485,News,Neutral,0,0
2023-01-25,33538.36,33773.09,33273.21,33743.84,33743.84,341720000,-0.006055186231513465,-0.006073593214418102,33863.735499999995,0.007860583684936678,News,Neutral,0,0
2023-01-24,33444.72,33782.92,33310.56,33733.96,33733.96,299310000,-0.00029279418110084166,-0.0002928370536858514,33898.179,0.007804865796863359,News,Neutral,0,0
2023-01-23,33439.56,33782.88,33316.25,33629.56,33629.56,355220000,-0.003094804167669607,-0.003099602977563299,33923.177500000005,0.007850032719560711,News,Neutral,0,0
2023-01-20,33073.46,33381.95,32948.93,33375.49,33375.49,367330000,-0.007554960576350078,-0.007583643849659914,33900.6175,0.006443248503779776,News,Neutral,0,0
2023-01-19,33171.35,33227.49,32982.05,33044.56,33044.56,319770000,-0.009915360044152166,-0.00996484460308573,33868.003,0.006737992247727736,News,Neutral,0,0
2023-01-18,33948.49,34016.53,33269.9,33296.96,33296.96,351670000,0.007638171003033545,0.007609147870309742,33826.4485,0.006266102574933109,News,Neutral,0,0
2023-01-17,34222.32,34269.97,33860.67,33910.85,33910.85,353050000,0.01843681825608101,0.0182689206476967,33817.527500000004,0.007653620253768483,News,Neutral,0,0
2023-01-13,34075.31,34342.32,33915.49,34302.61,34302.61,274110000,0.011552644655029365,0.011486422395907058,33820.3615,0.008033378827074182,News,Neutral,0,0
2023-01-12,34047.86,34292.67,33792.1,34189.97,34189.97,308190000,-0.003283715145873778,-0.0032891183701287277,33836.396499999995,0.007647690891372178,News,Neutral,0,0
2023-01-11,33754.03,33974.69,33711.04,33973.01,33973.01,301650000,-0.00634572068943029,-0.006365940359270138,33850.053,0.007704281278587106,News,Neutral,0,0
2023-01-10,33516.43,33726.54,33421.8,33704.1,33704.1,268260000,-0.00791540107867994,-0.007946894162811018,33837.8075,0.007736683641617346,News,Neutral,0,0
2023-01-09,33664.39,33935.11,33487.66,33517.65,33517.65,327840000,-0.005531967920816672,-0.005547325921521487,33805.8555,0.007663623189055784,News,Neutral,0,0
2023-01-06,33055.3,33710.66,32997.39,33630.61,33630.61,360740000,0.0033701646744326297,0.003364498396756461,33792.835,0.007542731757043177,News,Neutral,0,0
2023-01-05,33191.72,33191.72,32812.33,32930.08,32930.08,337920000,-0.020830130645861034,-0.02105013837342255,33743.0385,0.008808520251673144,News,Neutral,0,0
2023-01-04,33165.14,33409.1,33033.48,33269.77,33269.77,379400000,0.01031549270454235,0.010262651090523232,33703.83,0.009128503314512084,News,Neutral,0,0
2023-01-03,33148.9,33387.52,32850.57,33136.37,33136.37,355930000,-0.00400964599394571,-0.004017706177313365,33656.000499999995,0.009133806511941284,News,Neutral,0,0
2022-12-30,33121.61,33152.55,32847.82,33147.25,33147.25,295500000,0.00032834012898819154,0.0003282862371642824,33609.061,0.009138188830379692,News,Neutral,0,0
2022-12-29,33021.43,33293.42,33020.35,33220.8,33220.8,243060000,0.0022188869363219954,0.0022164288421876567,33584.2465,0.00888892467864203,News,Neutral,0,0
2022-12-28,33264.76,33379.55,32869.15,32875.71,32875.71,252260000,-0.01038776910851047,-0.010442098550679107,33529.128,0.008906807006581684,News,Neutral,0,0
2022-12-27,33224.23,33387.72,33069.58,33241.56,33241.56,246010000,0.011128276773338053,0.011066813071052952,33493.735499999995,0.009352185116751729,News,Neutral,0,0
2022-12-23,32961.06,33226.14,32814.02,33203.93,33203.93,221050000,-0.0011320166682911026,-0.001132657883116004,33466.74,0.009276930007327345,News,Neutral,0,0
2022-12-22,33233.35,33233.35,32573.43,33027.49,33027.49,340640000,-0.005313828814842214,-0.005327997418491465,33431.4165,0.009331251243375877,News,Neutral,0,0
2022-12-21,33028.09,33437.84,33028.09,33376.48,33376.48,328020000,0.01056665220396713,0.010511215314172494,33418.7625,0.009665147088110608,News,Neutral,0,0
2022-12-20,32735.24,32992.23,32649.45,32849.74,32849.74,303970000,-0.015781772074227263,-0.01590763017129233,33392.475,0.010151499626490014,News,Neutral,0,0
2022-12-19,32921.45,33038.94,32581.97,32757.54,32757.54,326430000,-0.002806719322588136,-0.002810665544954724,33378.123999999996,0.009935658062685211,News,Neutral,0,0
2022-12-16,33166.46,33166.46,32654.59,32920.46,32920.46,756310000,0.004973511441945799,0.0049611843895099135,33359.299000000006,0.009839752597376666,News,Neutral,0,0
2022-12-15,33773.0,33773.0,33016.16,33202.22,33202.22,394290000,0.008558811146624379,0.008522392177019203,33323.8675,0.009054605339555469,News,Neutral,0,0
2022-12-14,34086.07,34395.65,33704.17,33966.35,33966.35,339090000,0.023014424939055145,0.022753587494763892,33307.0545,0.01018425080161099,News,Neutral,0,0
2022-12-13,34268.44,34712.28,33890.88,34108.64,34108.64,442650000,0.004189146022460566,0.004180395978557787,33302.988,0.010211599025849864,News,Neutral,0,0
2022-12-12,33519.5,34005.04,33519.5,34005.04,34005.04,313440000,-0.0030373535854844036,-0.0030419757056009177,33304.5895,0.010131058814542026,News,Neutral,0,0
2022-12-09,33746.71,33844.63,33462.65,33476.46,33476.46,287630000,-0.015544166394158121,-0.015666243660578606,33293.207500000004,0.010582132023148498,News,Neutral,0,0
2022-12-08,33695.97,33899.17,33642.46,33781.48,33781.48,271830000,0.009111477139458701,0.009070218063007394,33306.399,0.010705894860520497,News,Neutral,0,0
2022-12-07,33556.4,33774.27,33503.67,33597.92,33597.92,359980000,-0.005433746538044071,-0.00544856303586744,33304.764500000005,0.010760216982094355,News,Neutral,0,0
2022-12-06,33936.87,34006.63,33418.59,33596.34,33596.34,306220000,-4.70267207017816e-05,-4.702782649267953e-05,33338.0775,0.009580979965068254,News,Neutral,0,0
2022-12-05,34335.73,34335.73,33846.81,33947.1,33947.1,312960000,0.010440422974645536,0.010386298156745341,33371.944,0.009587380370865475,News,Neutral,0,0
2022-12-02,34265.45,34483.21,34039.73,34429.88,34429.88,290580000,0.014221538805965661,0.014121361390472164,33436.6195,0.00994099576442525,News,Neutral,0,0
2022-12-01,34533.59,34595.51,34129.35,34395.01,34395.01,348720000,-0.0010127830826013318,-0.0010132962939312965,33499.0075,0.009957115232271824,News,Neutral,0,0
2022-11-30,33795.43,34589.77,33583.77,34589.77,34589.77,524440000,0.005662449291335969,0.0056464778884891195,33567.456,0.009992696424934477,News,Neutral,0,0
2022-11-29,33847.8,33933.91,33662.45,33852.53,33852.53,279750000,-0.021313816194788116,-0.021544235534433777,33616.297000000006,0.010961248212199754,News,Neutral,0,0
2022-11-28,34275.91,34303.88,33799.35,33849.46,33849.46,300330000,-9.068746117346649e-05,-9.069157352990153e-05,33646.691999999995,0.010728371486274441,News,Neutral,0,0
2022-11-25,34213.04,34386.51,34199.57,34347.03,34347.03,131660000,0.014699495944691554,0.014592505549737992,33703.847,0.011141878565513467,News,Neutral,0,0
2022-11-23,34091.57,34262.07,34004.64,34194.06,34194.06,236820000,-0.004453660185465891,-0.004463607274947918,33762.1755,0.011114792442059587,News,Neutral,0,0
2022-11-22,33810.05,34115.7,33810.05,34098.1,34098.1,277070000,-0.0028063353693594806,-0.002810280511118077,33798.256499999996,0.010960560484535179,News,Neutral,0,0
2022-11-21,33760.3,33864.59,33559.18,33700.28,33700.28,352960000,-0.011666925723134103,-0.01173551833292485,33840.7835,0.010660981192397796,News,Neutral,0,0
2022-11-18,33606.59,33827.94,33540.64,33745.69,33745.69,312950000,0.001347466549239451,0.0013465595308819634,33890.191000000006,0.01061645881343963,News,Neutral,0,0
2022-11-17,33329.27,33616.02,33239.75,33546.32,33546.32,319210000,-0.005908013734494788,-0.005925535092672054,33921.484,0.010709689679327892,News,Neutral,0,0
2022-11-16,33554.93,33682.83,33516.99,33553.83,33553.83,301560000,0.0002238695630401022,0.00022384450798878014,33939.0645,0.01056106815565244,News,Neutral,0,0
2022-11-15,33755.94,33987.06,33320.2,33592.92,33592.92,390610000,0.0011649936832842656,0.0011643156047302784,33920.393,0.009154655805589404,News,Neutral,0,0
2022-11-14,33662.05,33964.3,33533.96,33536.7,33536.7,354340000,-0.0016735669301746192,-0.0016749689077300333,33891.795999999995,0.009089811021034993,News,Neutral,0,0
2022-11-11,33797.75,33817.96,33394.43,33747.86,33747.86,427790000,0.006296385750536038,0.0062766463284567664,33878.937,0.009208046377022964,News,Neutral,0,0
2022-11-10,33263.91,33727.73,33167.82,33715.37,33715.37,480130000,-0.0009627277107348009,-0.0009631914307052428,33890.8825,0.00849005334416747,News,Neutral,0,0
2022-11-09,33004.47,33065.11,32478.87,32513.94,32513.94,355200000,-0.03563448955179804,-0.03628489601868449,33827.5055,0.011450404250796804,News,Neutral,0,1
2022-11-08,32934.56,33355.39,32831.46,33160.83,33160.83,335340000,0.019895773935733496,0.01970043965925343,33805.651,0.012394705485498257,News,Neutral,0,0
2022-11-07,32454.1,32895.59,32424.99,32827.0,32827.0,336300000,-0.010066997719900272,-0.010118012608067065,33767.183999999994,0.012573211205334726,News,Neutral,0,0
2022-11-04,32265.01,32611.52,31938.92,32403.22,32403.22,422370000,-0.01290949523258289,-0.012993546926395292,33689.990000000005,0.012531004130326328,News,Neutral,0,0
2022-11-03,31985.05,32185.71,31727.05,32001.25,32001.25,354440000,-0.01240524861418102,-0.012482836039391255,33568.5585,0.012095881498001355,News,Neutral,0,0
2022-11-02,32576.28,33071.93,32139.77,32147.76,32147.76,398430000,0.004578258661771084,0.004567810313607202,33456.196,0.012222301083425563,News,Neutral,0,0
2022-11-01,32862.79,32975.48,32485.23,32653.2,32653.2,323210000,0.015722401809644015,0.015600085257800713,33359.3675,0.012803777779978612,News,Neutral,0,0
2022-10-31,32754.27,32883.86,32586.93,32732.95,32732.95,390890000,0.0024423333700831495,0.002439355721226475,33303.388499999994,0.012076975874636629,News,Neutral,0,0
2022-10-28,32204.31,32889.81,32158.38,32861.8,32861.8,495830000,0.003936400477195123,0.003928673124834234,33254.0055,0.012137067715884638,News,Neutral,0,0
2022-10-27,32062.14,32388.42,31993.21,32033.28,32033.28,375720000,-0.025212252524207557,-0.02553552657988651,33138.318,0.012620624983496096,News,Neutral,0,0
2022-10-26,31738.44,32172.42,31738.44,31839.11,31839.11,430400000,-0.006061508531127524,-0.006079954050184892,33020.5705,0.012632774268745156,News,Neutral,0,0
2022-10-25,31463.65,31876.15,31423.53,31836.74,31836.74,336930000,-7.443675404239514e-05,-7.443952459505947e-05,32907.5025,0.01265524820035124,News,Neutral,0,0
2022-10-24,31187.32,31603.63,31161.41,31499.62,31499.62,345040000,-0.01058902387618843,-0.01064548653284962,32797.4695,0.012620204101549334,News,Neutral,0,0
2022-10-21,30291.18,31119.27,30206.28,31082.56,31082.56,418190000,-0.01324015972256165,-0.013328592077008757,32664.313000000002,0.01275858846025729,News,Neutral,0,0
2022-10-20,30411.92,30822.96,30265.2,30333.59,30333.59,333190000,-0.024096149094540498,-0.02439121083834729,32503.6765,0.013525134105742024,News,Neutral,0,0
2022-10-19,30439.04,30662.11,30226.9,30423.81,30423.81,314030000,0.0029742605474656347,0.002969846185372838,32347.175499999994,0.013594136861322907,News,Neutral,0,0
2022-10-18,30697.52,30837.9,30301.83,30523.8,30523.8,387130000,0.003286570616894968,0.00328118164794154,32193.7195,0.01365125601039601,News,Neutral,0,0
2022-10-17,30059.58,30311.95,29997.62,30185.82,30185.82,369820000,-0.011072671161519887,-0.011134429494479174,32026.1755,0.0137036442249686,News,Neutral,0,0
2022-10-14,30192.21,30428.82,29614.3,29634.83,29634.83,379090000,-0.018253272563077516,-0.018421918927157246,31820.523999999998,0.013722965572465811,News,Neutral,0,0
2022-10-13,28755.83,30168.54,28660.94,30038.72,30038.72,470260000,0.013628895458485779,0.01353685737149835,31636.691499999997,0.014397819675639231,News,Neutral,0,0
2022-10-12,29233.06,29455.12,29136.03,29210.85,29210.85,304420000,-0.027560095769726622,-0.027947000534899447,31471.537,0.013604356265070786,News,Neutral,0,0
2022-10-11,29085.2,29608.42,29074.23,29239.19,29239.19,352920000,0.0009701874474723482,0.0009697171198101459,31275.454999999998,0.012364675808528442,News,Neutral,0,0
2022-10-10,29419.09,29485.82,29010.41,29202.88,29202.88,315410000,-0.0012418264664649792,-0.0012425981719003673,31094.249000000003,0.01237688071413455,News,Neutral,0,0
2022-10-07,29685.27,29685.27,29142.66,29296.79,29296.79,367950000,0.0032157787177156116,0.0032106191597070202,30938.927499999998,0.012411724269234781,News,Neutral,0,0
2022-10-06,30206.13,30329.61,29859.34,29926.94,29926.94,306840000,0.021509182405307747,0.02128112437396068,30835.212,0.013599806719580191,News,Neutral,0,0
2022-10-05,30078.36,30454.46,29886.44,30273.87,30273.87,290610000,0.011592565093524465,0.011525886136134823,30741.517499999998,0.013899633426780408,News,Neutral,0,0
2022-10-04,29826.67,30325.05,29826.67,30316.32,30316.32,375640000,0.0014021993223860552,0.0014012171589349528,30624.673499999997,0.013242837502020186,News,Neutral,0,0
2022-10-03,28855.25,29647.79,28855.25,29490.89,29490.89,397830000,-0.027227249217583127,-0.027604779282601685,30462.5705,0.01415792623959856,News,Neutral,0,0
2022-09-30,29123.03,29355.78,28715.85,28725.51,28725.51,464260000,-0.02595309941476842,-0.026295823947326387,30255.756,0.014719625588148048,News,Neutral,0,0
2022-09-29,29513.73,29513.73,28997.34,29225.61,29225.61,388820000,0.017409612570847388,0.017259801534537284,30115.372499999998,0.014966459919986453,News,Neutral,0,0
2022-09-28,29198.92,29811.78,29114.97,29683.74,29683.74,436040000,0.015675635170660396,0.015554041461222667,30007.604,0.015619739742185884,News,Neutral,0,0
2022-09-27,29419.88,29659.12,28958.22,29134.99,29134.99,355460000,-0.018486551896762293,-0.0186595637769729,29872.516499999998,0.015953552046607682,News,Neutral,0,0
2022-09-26,29536.84,29630.77,29161.12,29260.81,29260.81,369450000,0.004318518729541365,0.0043092206871014746,29760.576,0.015992594083539056,News,Neutral,0,0
2022-09-23,29955.65,29955.65,29250.47,29590.41,29590.41,388200000,0.011264213123286737,0.01120124429628001,29685.9685,0.016149627011596415,News,Neutral,0,0
2022-09-22,30204.52,30302.28,29994.53,30076.68,30076.68,335270000,0.0164333647286401,0.016299798301170784,29673.123,0.01581428503597748,News,Neutral,0,0
2022-09-21,30819.39,31020.79,30181.99,30183.78,30183.78,354960000,0.0035608983438331077,0.0035545733559709273,29661.1215,0.015821231295472762,News,Neutral,0,0
2022-09-20,30888.53,30888.53,30465.91,30706.23,30706.23,317970000,0.017308965278702626,0.017160871595701985,29670.243,0.016291156092717765,News,Neutral,0,0
2022-09-19,30722.86,31026.89,30559.37,31019.68,31019.68,291200000,0.010208026188822217,0.010156276168562085,29711.936000000005,0.016195372038329967,News,Neutral,0,0
2022-09-16,30866.61,30866.61,30550.08,30822.42,30822.42,627920000,-0.006359188747272815,-0.006379494519300709,29771.315499999997,0.015641172949150326,News,Neutral,0,0
2022-09-15,31124.68,31277.69,30882.08,30961.82,30961.82,345500000,0.004522681865992473,0.004512485272767603,29817.470500000003,0.015418353480856775,News,Neutral,0,0
2022-09-14,31141.02,31276.82,30885.02,31135.09,31135.09,348670000,0.005596247249031183,0.005580646434342947,29913.682500000003,0.013813816685996322,News,Neutral,0,0
2022-09-13,32006.5,32006.5,31018.54,31104.97,31104.97,428930000,-0.0009673972357233662,-0.0009678654664302934,30006.971499999996,0.0138376865591854,News,Neutral,0,0
2022-09-12,32159.49,32504.04,32159.49,32381.34,32381.34,339250000,0.0410342784448916,0.040214717471964534,30165.894500000002,0.016159416926112048,News,Neutral,0,1
2022-09-09,31876.22,32227.74,31876.22,32151.71,32151.71,310980000,-0.007091429817296047,-0.007116693513726163,30308.6405,0.016392168321076473,News,Neutral,0,0
2022-09-08,31481.95,31783.37,31321.5,31774.52,31774.52,344340000,-0.011731568865232966,-0.011800926703752178,30401.019500000002,0.01629236655805647,News,Neutral,0,0
2022-09-07,31145.63,31644.34,31095.21,31581.28,31581.28,345080000,-0.006081602491556204,-0.0061001707574748236,30466.390000000003,0.016288266623454988,News,Neutral,0,0
2022-09-06,31343.79,31463.89,31048.46,31145.3,31145.3,347320000,-0.013805013602995131,-0.013901188963901164,30507.839,0.01667976734512632,News,Neutral,0,0
2022-09-02,31848.5,32026.9,31182.09,31318.44,31318.44,306180000,0.005559105226149663,0.005543710428539087,30599.216500000002,0.015260488418222569,News,Neutral,0,0
2022-09-01,31454.58,31677.51,31219.75,31656.42,31656.42,339360000,0.010791725258346263,0.010733910169096606,30745.762,0.013709027202406928,News,Neutral,0,0
2022-08-31,31827.15,31966.04,31509.59,31510.43,31510.43,392780000,-0.004611702776245674,-0.004622369484587154,30860.003000000004,0.01353961418457607,News,Neutral,0,0
2022-08-30,32163.84,32205.66,31647.22,31790.87,31790.87,317150000,0.008899910283674206,0.008860539507298369,30965.359500000002,0.013311167923553701,News,Neutral,0,0
2022-08-29,32188.0,32325.16,31972.79,32098.99,32098.99,317820000,0.009692090842433831,0.009645423821697538,31113.559500000003,0.012313373415140624,News,Neutral,0,0
2022-08-26,33293.43,33364.7,32278.22,32283.4,32283.4,352850000,0.005745040576043081,0.005728600765300099,31264.689000000002,0.01231379419559942,News,Neutral,0,0
2022-08-25,33029.27,33306.09,32889.85,33291.78,33291.78,308530000,0.031235247836349345,0.03075735343604585,31449.757499999996,0.013592043716384828,News,Neutral,0,1
2022-08-24,32899.01,33095.5,32828.56,32969.23,32969.23,256900000,-0.009688577781061691,-0.009735817421691797,31594.385000000002,0.013790023860390155,News,Neutral,0,0
2022-08-23,33033.52,33138.26,32858.89,32909.59,32909.59,251870000,-0.0018089594449128832,-0.001810597587903806,31730.6755,0.013865253356268195,News,Neutral,0,0
2022-08-22,33586.59,33586.59,33007.63,33063.61,33063.61,308900000,0.00468009476872866,0.004669177175535042,31848.5445,0.01353103262041891,News,Neutral,0,0
2022-08-19,33904.69,33904.69,33627.09,33706.74,33706.74,293990000,0.019451294035950584,0.019264535527189194,31982.8975,0.013914179880173926,News,Neutral,0,0
2022-08-18,33981.86,34043.83,33844.46,33999.04,33999.04,282550000,0.00867185613322441,0.00863447156243803,32141.728500000005,0.01371532246589217,News,Neutral,0,0
2022-08-17,34029.55,34161.01,33828.41,33980.32,33980.32,281390000,-0.0005506037817538667,-0.0005507554196802727,32292.653499999997,0.013771505935809667,News,Neutral,0,0
2022-08-16,33924.35,34281.36,33852.57,34152.01,34152.01,288670000,0.005052630463750818,0.005039908760498311,32443.499499999998,0.013770286284949553,News,Neutral,0,0
2022-08-15,33710.7,33954.71,33582.96,33912.44,33912.44,262670000,-0.007014814062188401,-0.007039533539876073,32583.873000000003,0.013966825219364792,News,Neutral,0,0
2022-08-12,33430.72,33767.09,33398.32,33761.05,33761.05,299140000,-0.004464143541426102,-0.004474137584525223,32652.858499999995,0.01110078512826431,News,Neutral,0,0
2022-08-11,33451.51,33651.8,33289.83,33336.67,33336.67,308030000,-0.012570106676184634,-0.012649778829526143,32712.1065,0.01140420020942848,News,Neutral,0,0
2022-08-10,33130.63,33364.41,33130.63,33309.51,33309.51,311740000,-0.000814718446683349,-0.0008150505101280918,32788.856,0.010971852410965478,News,Neutral,0,0
2022-08-09,32807.36,32877.53,32702.66,32774.41,32774.41,281080000,-0.016064481284774224,-0.01619491383800163,32848.5125,0.011588637987141786,News,Neutral,0,0
2022-08-08,32877.36,33109.96,32769.1,32832.54,32832.54,275350000,0.001773639861098797,0.0017720688192876379,32932.8745,0.01098387988730558,News,Neutral,0,0
2022-08-05,32593.9,32814.61,32489.62,32803.47,32803.47,273010000,-0.0008854021041320159,-0.0008857943040952209,33007.126000000004,0.010990062285464137,News,Neutral,0,0
2022-08-04,32805.69,32829.22,32652.63,32726.82,32726.82,315590000,-0.0023366430441658093,-0.0023393772546033307,33060.646,0.010852151880520437,News,Neutral,0,0
2022-08-03,32514.21,32912.74,32514.21,32812.5,32812.5,342160000,0.0026180362161676296,0.0026146151290721105,33125.7495,0.010750087873600857,News,Neutral,0,0
2022-08-02,32691.29,32772.93,32387.12,32396.17,32396.17,316740000,-0.012688152380952444,-0.012769334417440192,33156.014500000005,0.011107262918334257,News,Neutral,0,0
2022-08-01,32755.71,32972.03,32640.79,32798.4,32798.4,321180000,0.012415973863577179,0.012339527778084195,33190.985,0.011235391596249278,News,Neutral,0,0
